item_id,cluster,pattern_type,forecast_strategy,wape_spec,wape_base,rmse_spec,rmse_base
HOUSEHOLD_2_339,4,Burst,no_adjustment,0.6462585034013606,0.6462585034013606,3.032981963651735,3.032981963651735
HOUSEHOLD_2_007,0,Burst,no_adjustment,0.5466666666666666,0.5466666666666666,1.8308579454251854,1.8308579454251854
HOBBIES_2_029,4,Burst,no_adjustment,1.0,1.0,4.5197977198732495,4.5197977198732495
HOUSEHOLD_2_407,0,Burst,no_adjustment,0.6938775510204082,0.6938775510204082,1.546886273407694,1.546886273407694
HOUSEHOLD_2_385,4,Burst,no_adjustment,1.0,1.0,0.9636241116594315,0.9636241116594315
HOUSEHOLD_2_229,4,Burst,no_adjustment,0.4368932038834951,0.4368932038834951,1.9548474547720014,1.9548474547720014
HOUSEHOLD_2_466,4,Burst,no_adjustment,1.0,1.0,2.6254251356413008,2.6254251356413008
HOUSEHOLD_2_051,0,Burst,no_adjustment,1.6168831168831168,1.6168831168831168,0.6804485315449161,0.6804485315449161
HOBBIES_2_145,4,Burst,no_adjustment,1.0,1.0,4.803272693844122,4.803272693844122
HOUSEHOLD_2_223,4,Burst,no_adjustment,0.6376050420168069,0.6376050420168069,1.8766149507742358,1.8766149507742358
HOUSEHOLD_2_269,0,Burst,no_adjustment,0.7399267399267399,0.7399267399267399,1.2309777099724346,1.2309777099724346
HOUSEHOLD_1_108,0,Burst,no_adjustment,0.7329192546583851,0.7329192546583851,1.410601261295107,1.410601261295107
HOUSEHOLD_2_022,4,Burst,no_adjustment,0.5147058823529411,0.5147058823529411,3.0,3.0
HOUSEHOLD_2_055,0,Burst,no_adjustment,0.5487012987012988,0.5487012987012988,1.0503886549894816,1.0503886549894816
HOBBIES_2_105,0,Burst,no_adjustment,1.0784313725490196,1.0784313725490196,2.211980366743146,2.211980366743146
HOBBIES_1_287,4,Burst,no_adjustment,2.5789473684210527,2.5789473684210527,1.8884720094860405,1.8884720094860405
HOBBIES_1_405,0,Burst,no_adjustment,0.6152073732718893,0.6152073732718893,1.7217101133134214,1.7217101133134214
HOUSEHOLD_2_260,4,Burst,no_adjustment,0.6179138321995464,0.6179138321995464,1.756547518193991,1.756547518193991
HOUSEHOLD_2_436,0,Burst,no_adjustment,0.5195852534562211,0.5195852534562211,1.4590498725582497,1.4590498725582497
HOUSEHOLD_2_108,4,Burst,no_adjustment,0.5835714285714283,0.5835714285714283,2.795997503721404,2.795997503721404
FOODS_2_160,0,Burst,no_adjustment,0.7334754797441364,0.7334754797441364,2.491567410941415,2.491567410941415
FOODS_3_264,0,Burst,no_adjustment,1.3777239709443105,1.3777239709443105,3.1042679639226924,3.1042679639226924
HOBBIES_1_117,0,Burst,no_adjustment,0.6547619047619048,0.6547619047619048,1.1764049351429002,1.1764049351429002
HOUSEHOLD_1_015,0,Burst,no_adjustment,1.204081632653061,1.204081632653061,0.7457361792078964,0.7457361792078964
FOODS_2_161,0,Burst,no_adjustment,0.4455782312925171,0.4455782312925171,1.5215291717243422,1.5215291717243422
HOBBIES_2_051,0,Burst,no_adjustment,1.0,1.0,1.8612591743993405,1.8612591743993405
HOUSEHOLD_2_464,0,Burst,no_adjustment,0.653968253968254,0.653968253968254,1.5775044875255553,1.5775044875255553
HOBBIES_1_094,0,Burst,no_adjustment,0.6309523809523809,0.6309523809523809,2.1285234893930483,2.1285234893930483
HOUSEHOLD_2_327,0,Burst,no_adjustment,0.650943396226415,0.650943396226415,1.4841853396557247,1.4841853396557247
HOBBIES_1_418,0,Burst,no_adjustment,0.6716417910447762,0.6716417910447762,2.3222526010012654,2.3222526010012654
HOUSEHOLD_2_014,0,Burst,no_adjustment,0.6761904761904761,0.6761904761904761,1.2474463711837842,1.2474463711837842
HOUSEHOLD_2_121,0,Burst,no_adjustment,0.9375,0.9375,1.2100767390069582,1.2100767390069582
FOODS_2_313,0,Burst,no_adjustment,1.095238095238095,1.095238095238095,1.7217101133134216,1.7217101133134216
HOUSEHOLD_2_317,0,Burst,no_adjustment,1.0194805194805192,1.0194805194805192,1.3453434429883828,1.3453434429883828
HOBBIES_1_198,0,Burst,no_adjustment,0.506079027355623,0.506079027355623,2.522601912344329,2.522601912344329
HOUSEHOLD_2_028,4,Burst,no_adjustment,0.892063492063492,0.892063492063492,1.7771221863749613,1.7771221863749613
FOODS_3_530,4,Burst,no_adjustment,0.5450310559006213,0.5450310559006213,3.3175861030303957,3.3175861030303957
HOUSEHOLD_2_063,0,Burst,no_adjustment,0.6144814090019569,0.6144814090019569,1.8221287169748712,1.8221287169748712
FOODS_3_017,0,Burst,no_adjustment,0.8021978021978021,0.8021978021978021,1.5382039619541448,1.5382039619541448
HOBBIES_1_360,0,Burst,no_adjustment,0.7166276346604216,0.7166276346604216,1.756547518193991,1.756547518193991
HOBBIES_2_098,0,Burst,no_adjustment,1.953125,1.953125,2.476676921083687,2.476676921083687
HOBBIES_2_117,4,Burst,no_adjustment,1.0,1.0,5.650537269018887,5.650537269018887
HOBBIES_1_304,0,Burst,no_adjustment,0.48872180451127833,0.48872180451127833,1.2226601977588347,1.2226601977588347
HOUSEHOLD_2_345,0,Burst,no_adjustment,0.8756613756613757,0.8756613756613757,1.8938676547946933,1.8938676547946933
HOUSEHOLD_2_283,4,Burst,no_adjustment,1.0170068027210883,1.0170068027210883,1.4083388680807396,1.4083388680807396
HOUSEHOLD_2_255,0,Burst,no_adjustment,0.5532879818594102,0.5532879818594102,1.5164909818258674,1.5164909818258674
