cluster,pattern_type,forecast_strategy,wape_spec,wape_base,rmse_spec,rmse_base
0,Burst,no_adjustment,1.0026517249976494,1.0026517249976494,1.479124092489266,1.479124092489266
1,Volatile,no_adjustment,0.33915244744945866,0.33915244744945866,19.62914117296464,19.62914117296464
2,Volatile,no_adjustment,0.6375058793418655,0.6375058793418655,3.2063656215526057,3.2063656215526057
3,Volatile,no_adjustment,0.4162655257052206,0.4162655257052206,6.564349693708456,6.564349693708456
4,Burst,no_adjustment,2.1077508202693456,2.1077508202693456,4.836726914927402,4.836726914927402
5,Intermittent,no_adjustment,1.0,1.0,0.07142857142857145,0.07142857142857145
6,Volatile,no_adjustment,0.30980122107302055,0.30980122107302055,73.81547221042472,73.81547221042472
