cluster,pattern_type,forecast_strategy,wape_spec,wape_base,rmse_spec,rmse_base,wape_lgbm
0,Burst,no_adjustment,1.0026517249976494,1.0026517249976494,1.479124092489266,1.479124092489266,1.114441312658205
1,Volatile,no_adjustment,0.3391524474494586,0.3391524474494586,19.62914117296464,19.62914117296464,0.3128484820944296
2,Volatile,no_adjustment,0.6375058793418655,0.6375058793418655,3.2063656215526057,3.2063656215526057,0.711892088426553
3,Volatile,no_adjustment,0.4162655257052206,0.4162655257052206,6.564349693708456,6.564349693708456,0.4080795343595123
4,Burst,no_adjustment,2.1077508202693456,2.1077508202693456,4.836726914927402,4.836726914927402,2.417333510839117
5,Intermittent,no_adjustment,1.0,1.0,0.0714285714285714,0.0714285714285714,1.0
6,Volatile,no_adjustment,0.3098012210730205,0.3098012210730205,73.81547221042472,73.81547221042472,0.43876482411822315
